evidence_layer,snapshot,song_age,delta_excess,decay_equivalent_years,inversion_status
Temporal event,August 2025,38,2.4512295719264454,3.1034193911085524,valid
Temporal event,August 2025,39,2.4512295719264454,3.1494961657772365,valid
Temporal event,August 2025,40,2.4512295719264454,3.1972885917634954,valid
Temporal event,August 2025,41,2.4512295719264454,3.2468116228191306,valid
Temporal event,August 2025,42,2.4512295719264454,3.2980823406144353,valid
Temporal event,August 2025,43,2.4512295719264454,3.351119848400444,valid
Temporal event,August 2025,44,2.4512295719264454,3.4059451768659628,valid
Temporal event,August 2025,45,2.4512295719264454,3.4625812008227257,valid
Temporal event,August 2025,46,2.4512295719264454,3.521052565281849,valid
Temporal event,August 2025,47,2.4512295719264454,3.5813856198612157,valid
Temporal event,August 2025,48,2.4512295719264454,3.643608360495236,valid
Temporal event,August 2025,49,2.4512295719264454,3.7077503775922693,valid
Temporal event,August 2025,50,2.4512295719264454,3.773842809836985,valid
Temporal event,August 2025,51,2.4512295719264454,3.8419183030203286,valid
Temporal event,August 2025,52,2.4512295719264454,3.912010973230906,valid
Temporal event,August 2025,53,2.4512295719264454,3.984156373926673,valid
Temporal event,August 2025,54,2.4512295719264454,4.058391466366054,valid
Temporal event,August 2025,55,2.4512295719264454,4.134754592995137,valid
Temporal event,August 2025,56,2.4512295719264454,4.213285453441507,valid
Temporal event,August 2025,57,2.4512295719264454,4.294025082667723,valid
Temporal event,August 2025,58,2.4512295719264454,4.377015831071468,valid
Temporal post,October 2016,1,2.9849410427205725,0.24455395273435376,valid
Temporal post,October 2016,2,2.9849410427205725,0.4506359978015133,valid
Temporal post,October 2016,3,2.9849410427205725,0.7449371026264004,valid
Temporal post,October 2016,4,2.9849410427205725,1.0997032839092817,valid
Temporal post,October 2016,5,2.9849410427205725,1.4666645628179835,valid
Temporal post,October 2016,6,2.9849410427205725,1.7991913429719792,valid
Temporal post,October 2016,7,2.9849410427205725,2.068034127553603,valid
Temporal post,October 2016,8,2.9849410427205725,2.2675202966814796,valid
Temporal post,October 2016,9,2.9849410427205725,2.410704225477658,valid
Temporal post,October 2016,10,2.9849410427205725,2.5170448267912198,valid
Temporal post,October 2016,11,2.9849410427205725,2.602790934256621,valid
Temporal post,October 2016,12,2.9849410427205725,2.6783510975545397,valid
Temporal post,October 2016,13,2.9849410427205725,2.749527258659663,valid
Temporal post,October 2016,14,2.9849410427205725,2.8193360955991,valid
Temporal post,October 2016,15,2.9849410427205725,2.8892997162872813,valid
Temporal post,October 2016,16,2.9849410427205725,2.9601822470104757,valid
Temporal post,October 2016,17,2.9849410427205725,3.0323736173199975,valid
Temporal post,October 2016,18,2.9849410427205725,3.1060814422905665,valid
Temporal post,October 2016,19,2.9849410427205725,3.1814251574376176,valid
Temporal post,October 2016,20,2.9849410427205725,3.2584818073211324,valid
Temporal post,October 2016,21,2.9849410427205725,3.3373082381074504,valid
Temporal post,October 2016,22,2.9849410427205725,3.4179518410117,valid
Temporal post,October 2016,23,2.9849410427205725,3.500455753298059,valid
Temporal post,October 2016,24,2.9849410427205725,3.5848613778035485,valid
Temporal post,October 2016,25,2.9849410427205725,3.6712096047703966,valid
Temporal post,October 2016,26,2.9849410427205725,3.759541405156714,valid
Temporal post,October 2016,27,2.9849410427205725,3.849898119148172,valid
Temporal post,October 2016,28,2.9849410427205725,3.9423215965812552,valid
Temporal post,October 2016,29,2.9849410427205725,4.036854265199668,valid
Temporal post,October 2016,30,2.9849410427205725,4.1335391635539835,valid
Temporal post,October 2016,31,2.9849410427205725,4.232419956403856,valid
Temporal post,October 2016,32,2.9849410427205725,4.333540941289645,valid
Temporal post,October 2016,33,2.9849410427205725,4.4369470504775315,valid
Temporal post,October 2016,34,2.9849410427205725,4.542683850313132,valid
Temporal post,October 2016,35,2.9849410427205725,4.650797538962422,valid
Temporal post,October 2016,36,2.9849410427205725,4.761334943005156,valid
Temporal post,October 2016,37,2.9849410427205725,4.874343513094573,valid
Temporal post,October 2016,38,2.9849410427205725,4.989871318775052,valid
Temporal post,October 2016,39,2.9849410427205725,5.107967042488546,valid
Temporal post,October 2016,40,2.9849410427205725,5.228679972778004,valid
Temporal post,October 2016,41,2.9849410427205725,5.352059996661062,valid
Temporal post,October 2016,42,2.9849410427205725,5.478157591175673,valid
Temporal post,October 2016,43,2.9849410427205725,5.607023814061378,valid
Temporal post,October 2016,44,2.9849410427205725,5.738710293557226,valid
Temporal post,October 2016,45,2.9849410427205725,5.873269217294187,valid
Temporal post,October 2016,46,2.9849410427205725,6.010753320257379,valid
Temporal post,October 2016,47,2.9849410427205725,6.151215871795685,valid
Temporal post,October 2016,48,2.9849410427205725,6.2947106616563815,valid
Temporal post,October 2016,49,2.9849410427205725,6.441291985023277,valid
Temporal post,October 2016,50,2.9849410427205725,6.591014626538012,valid
Temporal post,October 2016,51,2.9849410427205725,6.743933843284907,valid
Temporal post,October 2016,52,2.9849410427205725,6.900105346721098,valid
Temporal post,October 2016,53,2.9849410427205725,7.059585283534879,valid
Temporal post,October 2016,54,2.9849410427205725,7.222430215416843,valid
Temporal post,October 2016,55,2.9849410427205725,7.388697097729427,valid
Temporal post,October 2016,56,2.9849410427205725,7.558443257062677,valid
Temporal post,October 2016,57,2.9849410427205725,7.7317263676655585,valid
Temporal post,October 2016,58,2.9849410427205725,7.9086044267438425,valid
Temporal post,July 2017,1,2.9849410427205725,0.2903554360912204,valid
Temporal post,July 2017,2,2.9849410427205725,0.49769866537462915,valid
Temporal post,July 2017,3,2.9849410427205725,0.7779501411624312,valid
Temporal post,July 2017,4,2.9849410427205725,1.1058913038938036,valid
Temporal post,July 2017,5,2.9849410427205725,1.4419925461995096,valid
Temporal post,July 2017,6,2.9849410427205725,1.7484324277623058,valid
Temporal post,July 2017,7,2.9849410427205725,2.001025459444457,valid
Temporal post,July 2017,8,2.9849410427205725,2.1939477401633916,valid
Temporal post,July 2017,9,2.9849410427205725,2.336289300960372,valid
Temporal post,July 2017,10,2.9849410427205725,2.4432849184467313,valid
Temporal post,July 2017,11,2.9849410427205725,2.528845999006883,valid
Temporal post,July 2017,12,2.9849410427205725,2.6027284526266588,valid
Temporal post,July 2017,13,2.9849410427205725,2.670865939822564,valid
Temporal post,July 2017,14,2.9849410427205725,2.7366021547194883,valid
Temporal post,July 2017,15,2.9849410427205725,2.8017511513471938,valid
Temporal post,July 2017,16,2.9849410427205725,2.8672829108434517,valid
Temporal post,July 2017,17,2.9849410427205725,2.9337173672341788,valid
Temporal post,July 2017,18,2.9849410427205725,3.0013386750669984,valid
Temporal post,July 2017,19,2.9849410427205725,3.070308616320565,valid
Temporal post,July 2017,20,2.9849410427205725,3.14072583161807,valid
Temporal post,July 2017,21,2.9849410427205725,3.212656558727577,valid
Temporal post,July 2017,22,2.9849410427205725,3.286150538531146,valid
Temporal post,July 2017,23,2.9849410427205725,3.361249236975457,valid
Temporal post,July 2017,24,2.9849410427205725,3.4379900947466737,valid
Temporal post,July 2017,25,2.9849410427205725,3.516408724928194,valid
Temporal post,July 2017,26,2.9849410427205725,3.5965400505733776,valid
Temporal post,July 2017,27,2.9849410427205725,3.678418894364466,valid
Temporal post,July 2017,28,2.9849410427205725,3.762080284843183,valid
Temporal post,July 2017,29,2.9849410427205725,3.847559615850617,valid
Temporal post,July 2017,30,2.9849410427205725,3.9348927298032343,valid
Temporal post,July 2017,31,2.9849410427205725,4.024115961334285,valid
Temporal post,July 2017,32,2.9849410427205725,4.115266160203493,valid
Temporal post,July 2017,33,2.9849410427205725,4.208380703261263,valid
Temporal post,July 2017,34,2.9849410427205725,4.303497500533709,valid
Temporal post,July 2017,35,2.9849410427205725,4.400654998049536,valid
Temporal post,July 2017,36,2.9849410427205725,4.499892178761982,valid
Temporal post,July 2017,37,2.9849410427205725,4.601248562260665,valid
Temporal post,July 2017,38,2.9849410427205725,4.704764203626688,valid
Temporal post,July 2017,39,2.9849410427205725,4.810479691606055,valid
Temporal post,July 2017,40,2.9849410427205725,4.91843614618422,valid
Temporal post,July 2017,41,2.9849410427205725,5.028675215596081,valid
Temporal post,July 2017,42,2.9849410427205725,5.141239072781026,valid
Temporal post,July 2017,43,2.9849410427205725,5.256170411278866,valid
Temporal post,July 2017,44,2.9849410427205725,5.373512440555913,valid
Temporal post,July 2017,45,2.9849410427205725,5.4933088807462624,valid
Temporal post,July 2017,46,2.9849410427205725,5.615603956798054,valid
Temporal post,July 2017,47,2.9849410427205725,5.740442391992467,valid
Temporal post,July 2017,48,2.9849410427205725,5.8678694008393535,valid
Temporal post,July 2017,49,2.9849410427205725,5.997930681315957,valid
Temporal post,July 2017,50,2.9849410427205725,6.13067240643791,valid
Temporal post,July 2017,51,2.9849410427205725,6.266141215145225,valid
Temporal post,July 2017,52,2.9849410427205725,6.404384202486256,valid
Temporal post,July 2017,53,2.9849410427205725,6.545448909083554,valid
Temporal post,July 2017,54,2.9849410427205725,6.6893833098664075,valid
Temporal post,July 2017,55,2.9849410427205725,6.836235802054432,valid
Temporal post,July 2017,56,2.9849410427205725,6.98605519237865,valid
Temporal post,July 2017,57,2.9849410427205725,7.1388906835256805,valid
Temporal post,July 2017,58,2.9849410427205725,7.294791859792809,valid
Temporal post,August 2022,1,2.9849410427205725,,above_young_maximum
Temporal post,August 2022,2,2.9849410427205725,,above_young_maximum
Temporal post,August 2022,3,2.9849410427205725,,above_young_maximum
Temporal post,August 2022,4,2.9849410427205725,3.230561435446341,valid
Temporal post,August 2022,5,2.9849410427205725,3.208696467149868,valid
Temporal post,August 2022,6,2.9849410427205725,3.1917573015997256,valid
Temporal post,August 2022,7,2.9849410427205725,3.1792885170482506,valid
Temporal post,August 2022,8,2.9849410427205725,3.170905144008616,valid
Temporal post,August 2022,9,2.9849410427205725,3.166279947707295,valid
Temporal post,August 2022,10,2.9849410427205725,3.165133429624765,valid
Temporal post,August 2022,11,2.9849410427205725,3.167225885018195,valid
Temporal post,August 2022,12,2.9849410427205725,3.1723510339384102,valid
Temporal post,August 2022,13,2.9849410427205725,3.1803308698862143,valid
Temporal post,August 2022,14,2.9849410427205725,3.191011460168509,valid
Temporal post,August 2022,15,2.9849410427205725,3.204259497208975,valid
Temporal post,August 2022,16,2.9849410427205725,3.219959447251467,valid
Temporal post,August 2022,17,2.9849410427205725,3.2380111784636014,valid
Temporal post,August 2022,18,2.9849410427205725,3.2583279761874433,valid
Temporal post,August 2022,19,2.9849410427205725,3.2808348732593,valid
Temporal post,August 2022,20,2.9849410427205725,3.3054672384328363,valid
Temporal post,August 2022,21,2.9849410427205725,3.332169577164059,valid
Temporal post,August 2022,22,2.9849410427205725,3.3608945085779283,valid
Temporal post,August 2022,23,2.9849410427205725,3.3916018890241233,valid
Temporal post,August 2022,24,2.9849410427205725,3.4242580583478315,valid
Temporal post,August 2022,25,2.9849410427205725,3.4588351893870275,valid
Temporal post,August 2022,26,2.9849410427205725,3.495310724640227,valid
Temporal post,August 2022,27,2.9849410427205725,3.533666886860715,valid
Temporal post,August 2022,28,2.9849410427205725,3.5738902526450893,valid
Temporal post,August 2022,29,2.9849410427205725,3.615971379814411,valid
Temporal post,August 2022,30,2.9849410427205725,3.6599044810235597,valid
Temporal post,August 2022,31,2.9849410427205725,3.705687137042485,valid
Temporal post,August 2022,32,2.9849410427205725,3.7533200443772685,valid
Temporal post,August 2022,33,2.9849410427205725,3.8028067926413627,valid
Temporal post,August 2022,34,2.9849410427205725,3.8541536676494204,valid
Temporal post,August 2022,35,2.9849410427205725,3.9073694770762444,valid
Temporal post,August 2022,36,2.9849410427205725,3.96246539562744,valid
Temporal post,August 2022,37,2.9849410427205725,4.0194548274306,valid
Temporal post,August 2022,38,2.9849410427205725,4.07835328345454,valid
Temporal post,August 2022,39,2.9849410427205725,4.1391782721006365,valid
Temporal post,August 2022,40,2.9849410427205725,4.201949201465588,valid
Temporal post,August 2022,41,2.9849410427205725,4.266687291790383,valid
Temporal post,August 2022,42,2.9849410427205725,4.333415496978233,valid
Temporal post,August 2022,43,2.9849410427205725,4.40215843405165,valid
Temporal post,August 2022,44,2.9849410427205725,4.472942319729739,valid
Temporal post,August 2022,45,2.9849410427205725,4.545794913118797,valid
Temporal post,August 2022,46,2.9849410427205725,4.6207454640101915,valid
Temporal post,August 2022,47,2.9849410427205725,4.697824666020374,valid
Temporal post,August 2022,48,2.9849410427205725,4.77706461398558,valid
Temporal post,August 2022,49,2.9849410427205725,4.858498765206377,valid
Temporal post,August 2022,50,2.9849410427205725,4.942161904016359,valid
Temporal post,August 2022,51,2.9849410427205725,5.028090109250648,valid
Temporal post,August 2022,52,2.9849410427205725,5.11632072430848,valid
Temporal post,August 2022,53,2.9849410427205725,5.206892329443079,valid
Temporal post,August 2022,54,2.9849410427205725,5.299844715986346,valid
Temporal post,August 2022,55,2.9849410427205725,5.395218862223089,valid
Temporal post,August 2022,56,2.9849410427205725,5.493056910668834,valid
Temporal post,August 2022,57,2.9849410427205725,5.593402146572473,valid
Temporal post,August 2022,58,2.9849410427205725,5.6962989773456485,valid
Temporal post,August 2025,1,2.9849410427205725,,above_young_maximum
Temporal post,August 2025,2,2.9849410427205725,,above_young_maximum
Temporal post,August 2025,3,2.9849410427205725,,above_young_maximum
Temporal post,August 2025,4,2.9849410427205725,3.4092098538604496,valid
Temporal post,August 2025,5,2.9849410427205725,3.34054276224785,valid
Temporal post,August 2025,6,2.9849410427205725,3.283164054065303,valid
Temporal post,August 2025,7,2.9849410427205725,3.2354113824868778,valid
Temporal post,August 2025,8,2.9849410427205725,3.195971133804547,valid
Temporal post,August 2025,9,2.9849410427205725,3.1637904226003837,valid
Temporal post,August 2025,10,2.9849410427205725,3.1380150182745616,valid
Temporal post,August 2025,11,2.9849410427205725,3.1179445668527324,valid
Temporal post,August 2025,12,2.9849410427205725,3.1029996508268844,valid
Temporal post,August 2025,13,2.9849410427205725,3.0926971372618866,valid
Temporal post,August 2025,14,2.9849410427205725,3.08663144543031,valid
Temporal post,August 2025,15,2.9849410427205725,3.0844601178640207,valid
Temporal post,August 2025,16,2.9849410427205725,3.0858925694834785,valid
Temporal post,August 2025,17,2.9849410427205725,3.0906812175547795,valid
Temporal post,August 2025,18,2.9849410427205725,3.0986144182602757,valid
Temporal post,August 2025,19,2.9849410427205725,3.109510790389418,valid
Temporal post,August 2025,20,2.9849410427205725,3.123214615322336,valid
Temporal post,August 2025,21,2.9849410427205725,3.139592080615639,valid
Temporal post,August 2025,22,2.9849410427205725,3.158528190660693,valid
Temporal post,August 2025,23,2.9849410427205725,3.1799242092145157,valid
Temporal post,August 2025,24,2.9849410427205725,3.2036955294852376,valid
Temporal post,August 2025,25,2.9849410427205725,3.2297698902387033,valid
Temporal post,August 2025,26,2.9849410427205725,3.2580858738624663,valid
Temporal post,August 2025,27,2.9849410427205725,3.2885916356946083,valid
Temporal post,August 2025,28,2.9849410427205725,3.321243824069022,valid
Temporal post,August 2025,29,2.9849410427205725,3.3560066586195667,valid
Temporal post,August 2025,30,2.9849410427205725,3.3928511404226036,valid
Temporal post,August 2025,31,2.9849410427205725,3.431754372709836,valid
Temporal post,August 2025,32,2.9849410427205725,3.4726989745552217,valid
Temporal post,August 2025,33,2.9849410427205725,3.5156725732207335,valid
Temporal post,August 2025,34,2.9849410427205725,3.560667363202821,valid
Temporal post,August 2025,35,2.9849410427205725,3.607679722173831,valid
Temporal post,August 2025,36,2.9849410427205725,3.656709875507218,valid
Temporal post,August 2025,37,2.9849410427205725,3.707761602541943,valid
Temporal post,August 2025,38,2.9849410427205725,3.7608419787152556,valid
Temporal post,August 2025,39,2.9849410427205725,3.815961148724341,valid
Temporal post,August 2025,40,2.9849410427205725,3.8731321265144416,valid
Temporal post,August 2025,41,2.9849410427205725,3.93237061850035,valid
Temporal post,August 2025,42,2.9849410427205725,3.9936948670802224,valid
Temporal post,August 2025,43,2.9849410427205725,4.057125511796585,valid
Temporal post,August 2025,44,2.9849410427205725,4.122685465864194,valid
Temporal post,August 2025,45,2.9849410427205725,4.190399806220782,valid
Temporal post,August 2025,46,2.9849410427205725,4.260295675364361,valid
Temporal post,August 2025,47,2.9849410427205725,4.33240219350207,valid
Temporal post,August 2025,48,2.9849410427205725,4.406750379819968,valid
Temporal post,August 2025,49,2.9849410427205725,4.483373081653525,valid
Temporal post,August 2025,50,2.9849410427205725,4.562304910668011,valid
Temporal post,August 2025,51,2.9849410427205725,4.643582185158884,valid
Temporal post,August 2025,52,2.9849410427205725,4.727242877673234,valid
Temporal post,August 2025,53,2.9849410427205725,4.813326567322157,valid
Temporal post,August 2025,54,2.9849410427205725,4.9018743961634925,valid
Temporal post,August 2025,55,2.9849410427205725,4.992929029102342,valid
Temporal post,August 2025,56,2.9849410427205725,5.0865346168425205,valid
Temporal post,August 2025,57,2.9849410427205725,5.182736761446556,valid
Temporal post,August 2025,58,2.9849410427205725,5.281582484097797,valid
Dormant integrated,October 2016,1,5.043838491757461,0.39108915968378843,valid
Dormant integrated,October 2016,2,5.043838491757461,0.6980872516315546,valid
Dormant integrated,October 2016,3,5.043838491757461,1.1193218616105336,valid
Dormant integrated,October 2016,4,5.043838491757461,1.6197476441361043,valid
Dormant integrated,October 2016,5,5.043838491757461,2.1502607652716828,valid
Dormant integrated,October 2016,6,5.043838491757461,2.6656081110200307,valid
Dormant integrated,October 2016,7,5.043838491757461,3.1306765733612916,valid
Dormant integrated,October 2016,8,5.043838491757461,3.522336368898193,valid
Dormant integrated,October 2016,9,5.043838491757461,3.8323600059688463,valid
Dormant integrated,October 2016,10,5.043838491757461,4.068785787200835,valid
Dormant integrated,October 2016,11,5.043838491757461,4.250583742356772,valid
Dormant integrated,October 2016,12,5.043838491757461,4.39815229254146,valid
Dormant integrated,October 2016,13,5.043838491757461,4.527067186203574,valid
Dormant integrated,October 2016,14,5.043838491757461,4.647097974441921,valid
Dormant integrated,October 2016,15,5.043838491757461,4.763734930559577,valid
Dormant integrated,October 2016,16,5.043838491757461,4.87989608775843,valid
Dormant integrated,October 2016,17,5.043838491757461,4.997098092574616,valid
Dormant integrated,October 2016,18,5.043838491757461,5.116130058603158,valid
Dormant integrated,October 2016,19,5.043838491757461,5.237412179754195,valid
Dormant integrated,October 2016,20,5.043838491757461,5.361179710488491,valid
Dormant integrated,October 2016,21,5.043838491757461,5.487575752186933,valid
Dormant integrated,October 2016,22,5.043838491757461,5.616697690893183,valid
Dormant integrated,October 2016,23,5.043838491757461,5.748620367665808,valid
Dormant integrated,October 2016,24,5.043838491757461,5.883407629481951,valid
Dormant integrated,October 2016,25,5.043838491757461,6.021118087500522,valid
Dormant integrated,October 2016,26,5.043838491757461,6.161807987317026,valid
Dormant integrated,October 2016,27,5.043838491757461,6.305532637846927,valid
Dormant integrated,October 2016,28,5.043838491757461,6.452347119616295,valid
Dormant integrated,October 2016,29,5.043838491757461,6.602306631965366,valid
Dormant integrated,October 2016,30,5.043838491757461,6.755466658737642,valid
Dormant integrated,October 2016,31,5.043838491757461,6.911883042271377,valid
Dormant integrated,October 2016,32,5.043838491757461,7.0716120107318226,valid
Dormant integrated,October 2016,33,5.043838491757461,7.234710181362377,valid
Dormant integrated,October 2016,34,5.043838491757461,7.401234551024423,valid
Dormant integrated,October 2016,35,5.043838491757461,7.571242479746132,valid
Dormant integrated,October 2016,36,5.043838491757461,7.744791670165309,valid
Dormant integrated,October 2016,37,5.043838491757461,7.92194014432323,valid
Dormant integrated,October 2016,38,5.043838491757461,8.102746218546397,valid
Dormant integrated,October 2016,39,5.043838491757461,8.287268476789432,valid
Dormant integrated,October 2016,40,5.043838491757461,8.475565742629353,valid
Dormant integrated,October 2016,41,5.043838491757461,8.667697050009728,valid
Dormant integrated,October 2016,42,5.043838491757461,8.863721612787835,valid
Dormant integrated,October 2016,43,5.043838491757461,9.063698793115954,valid
Dormant integrated,October 2016,44,5.043838491757461,9.267688068678332,valid
Dormant integrated,October 2016,45,5.043838491757461,9.475748998801592,valid
Dormant integrated,October 2016,46,5.043838491757461,9.687941189456431,valid
Dormant integrated,October 2016,47,5.043838491757461,9.904324257169378,valid
Dormant integrated,October 2016,48,5.043838491757461,10.124957791865938,valid
Dormant integrated,October 2016,49,5.043838491757461,10.349901318669353,valid
Dormant integrated,October 2016,50,5.043838491757461,10.579214258681915,valid
Dormant integrated,October 2016,51,5.043838491757461,10.812955888779626,valid
Dormant integrated,October 2016,52,5.043838491757461,11.05118530045386,valid
Dormant integrated,October 2016,53,5.043838491757461,11.29396135773743,valid
Dormant integrated,October 2016,54,5.043838491757461,11.541342654256198,valid
Dormant integrated,October 2016,55,5.043838491757461,11.79338746945033,valid
Dormant integrated,October 2016,56,5.043838491757461,12.050153724013526,valid
Dormant integrated,October 2016,57,5.043838491757461,12.31169893460195,valid
Dormant integrated,October 2016,58,5.043838491757461,12.578080167867682,valid
Dormant integrated,July 2017,1,5.043838491757461,0.46311869370501946,valid
Dormant integrated,July 2017,2,5.043838491757461,0.7724005500148237,valid
Dormant integrated,July 2017,3,5.043838491757461,1.1776417241023678,valid
Dormant integrated,July 2017,4,5.043838491757461,1.6480060626764303,valid
Dormant integrated,July 2017,5,5.043838491757461,2.1423141850509775,valid
Dormant integrated,July 2017,6,5.043838491757461,2.6218053014675973,valid
Dormant integrated,July 2017,7,5.043838491757461,3.0558665640088822,valid
Dormant integrated,July 2017,8,5.043838491757461,3.424551079537081,valid
Dormant integrated,July 2017,9,5.043838491757461,3.7208620469278486,valid
Dormant integrated,July 2017,10,5.043838491757461,3.9510763290043682,valid
Dormant integrated,July 2017,11,5.043838491757461,4.130395617805875,valid
Dormant integrated,July 2017,12,5.043838491757461,4.275884053516666,valid
Dormant integrated,July 2017,13,5.043838491757461,4.4014411365383825,valid
Dormant integrated,July 2017,14,5.043838491757461,4.516459710723005,valid
Dormant integrated,July 2017,15,5.043838491757461,4.62662930799282,valid
Dormant integrated,July 2017,16,5.043838491757461,4.735194665941711,valid
Dormant integrated,July 2017,17,5.043838491757461,4.843952856381071,valid
Dormant integrated,July 2017,18,5.043838491757461,4.953890614397251,valid
Dormant integrated,July 2017,19,5.043838491757461,5.065554142842112,valid
Dormant integrated,July 2017,20,5.043838491757461,5.179253753208059,valid
Dormant integrated,July 2017,21,5.043838491757461,5.295174453640316,valid
Dormant integrated,July 2017,22,5.043838491757461,5.41343501194984,valid
Dormant integrated,July 2017,23,5.043838491757461,5.534119324237913,valid
Dormant integrated,July 2017,24,5.043838491757461,5.6572930351006505,valid
Dormant integrated,July 2017,25,5.043838491757461,5.783012336757501,valid
Dormant integrated,July 2017,26,5.043838491757461,5.9113286271964895,valid
Dormant integrated,July 2017,27,5.043838491757461,6.042290976139245,valid
Dormant integrated,July 2017,28,5.043838491757461,6.1759474297230845,valid
Dormant integrated,July 2017,29,5.043838491757461,6.312345699265972,valid
Dormant integrated,July 2017,30,5.043838491757461,6.451533522816408,valid
Dormant integrated,July 2017,31,5.043838491757461,6.593558852470835,valid
Dormant integrated,July 2017,32,5.043838491757461,6.738469948618537,valid
Dormant integrated,July 2017,33,5.043838491757461,6.886315424224922,valid
Dormant integrated,July 2017,34,5.043838491757461,7.037144262081796,valid
Dormant integrated,July 2017,35,5.043838491757461,7.191005817241315,valid
Dormant integrated,July 2017,36,5.043838491757461,7.347949811128586,valid
Dormant integrated,July 2017,37,5.043838491757461,7.508026320828506,valid
Dormant integrated,July 2017,38,5.043838491757461,7.67128576538407,valid
Dormant integrated,July 2017,39,5.043838491757461,7.837778890105735,valid
Dormant integrated,July 2017,40,5.043838491757461,8.007556749418288,valid
Dormant integrated,July 2017,41,5.043838491757461,8.180670688526789,valid
Dormant integrated,July 2017,42,5.043838491757461,8.357172324051483,valid
Dormant integrated,July 2017,43,5.043838491757461,8.537113523710978,valid
Dormant integrated,July 2017,44,5.043838491757461,8.72054638509556,valid
Dormant integrated,July 2017,45,5.043838491757461,8.907523213553894,valid
Dormant integrated,July 2017,46,5.043838491757461,9.098096499205987,valid
Dormant integrated,July 2017,47,5.043838491757461,9.29231889309115,valid
Dormant integrated,July 2017,48,5.043838491757461,9.490243182458173,valid
Dormant integrated,July 2017,49,5.043838491757461,9.691922265204866,valid
Dormant integrated,July 2017,50,5.043838491757461,9.89740912347505,valid
Dormant integrated,July 2017,51,5.043838491757461,10.106756796422317,valid
Dormant integrated,July 2017,52,5.043838491757461,10.320018352152069,valid
Dormant integrated,July 2017,53,5.043838491757461,10.537246858854587,valid
Dormant integrated,July 2017,54,5.043838491757461,10.758495355144596,valid
Dormant integrated,July 2017,55,5.043838491757461,10.983816819624515,valid
Dormant integrated,July 2017,56,5.043838491757461,11.213264139690807,valid
Dormant integrated,July 2017,57,5.043838491757461,11.446890079605438,valid
Dormant integrated,July 2017,58,5.043838491757461,11.684747247856407,valid
Dormant integrated,August 2022,1,5.043838491757461,,above_young_maximum
Dormant integrated,August 2022,2,5.043838491757461,,above_young_maximum
Dormant integrated,August 2022,3,5.043838491757461,,above_young_maximum
Dormant integrated,August 2022,4,5.043838491757461,,above_young_maximum
Dormant integrated,August 2022,5,5.043838491757461,,above_young_maximum
Dormant integrated,August 2022,6,5.043838491757461,5.431784517976611,valid
Dormant integrated,August 2022,7,5.043838491757461,5.401625221239719,valid
Dormant integrated,August 2022,8,5.043838491757461,5.379286500475275,valid
Dormant integrated,August 2022,9,5.043838491757461,5.364048242689609,valid
Dormant integrated,August 2022,10,5.043838491757461,5.35530372658647,valid
Dormant integrated,August 2022,11,5.043838491757461,5.352538592964562,valid
Dormant integrated,August 2022,12,5.043838491757461,5.355314456311568,valid
Dormant integrated,August 2022,13,5.043838491757461,5.363255984340256,valid
Dormant integrated,August 2022,14,5.043838491757461,5.376040604192847,valid
Dormant integrated,August 2022,15,5.043838491757461,5.393390222838033,valid
Dormant integrated,August 2022,16,5.043838491757461,5.4150645091648055,valid
Dormant integrated,August 2022,17,5.043838491757461,5.440855399696728,valid
Dormant integrated,August 2022,18,5.043838491757461,5.470582571731795,valid
Dormant integrated,August 2022,19,5.043838491757461,5.504089688222891,valid
Dormant integrated,August 2022,20,5.043838491757461,5.541241263252399,valid
Dormant integrated,August 2022,21,5.043838491757461,5.581920030007982,valid
Dormant integrated,August 2022,22,5.043838491757461,5.626024718742833,valid
Dormant integrated,August 2022,23,5.043838491757461,5.673468171261131,valid
Dormant integrated,August 2022,24,5.043838491757461,5.724175733198258,valid
Dormant integrated,August 2022,25,5.043838491757461,5.778083877054819,valid
Dormant integrated,August 2022,26,5.043838491757461,5.835139017865664,valid
Dormant integrated,August 2022,27,5.043838491757461,5.895296490337088,valid
Dormant integrated,August 2022,28,5.043838491757461,5.958519662222553,valid
Dormant integrated,August 2022,29,5.043838491757461,6.024779162803878,valid
Dormant integrated,August 2022,30,5.043838491757461,6.09405220941354,valid
Dormant integrated,August 2022,31,5.043838491757461,6.1663220173362205,valid
Dormant integrated,August 2022,32,5.043838491757461,6.241577281292955,valid
Dormant integrated,August 2022,33,5.043838491757461,6.319811718282239,valid
Dormant integrated,August 2022,34,5.043838491757461,6.401023663299053,valid
Dormant integrated,August 2022,35,5.043838491757461,6.48521571081174,valid
Dormant integrated,August 2022,36,5.043838491757461,6.572394395764622,valid
Dormant integrated,August 2022,37,5.043838491757461,6.662569908994513,valid
Dormant integrated,August 2022,38,5.043838491757461,6.755755842575102,valid
Dormant integrated,August 2022,39,5.043838491757461,6.851968961255444,valid
Dormant integrated,August 2022,40,5.043838491757461,6.951228996670352,valid
Dormant integrated,August 2022,41,5.043838491757461,7.0535584615391045,valid
Dormant integrated,August 2022,42,5.043838491757461,7.158982481326483,valid
Dormant integrated,August 2022,43,5.043838491757461,7.267528641218881,valid
Dormant integrated,August 2022,44,5.043838491757461,7.379226846619666,valid
Dormant integrated,August 2022,45,5.043838491757461,7.494109195355151,valid
Dormant integrated,August 2022,46,5.043838491757461,7.612209860370257,valid
